ftp link	Species	Assembly Status	Assembly Name
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/802/035/GCA_009802035.1_Tritex_turgidum_zavitan	Triticum dicoccoides	Scaffold	Tritex_turgidum_zavitan
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/763/385/GCA_009763385.1_ASM976338v1	Coix lacryma-jobi	Chromosome	ASM976338v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/758/035/GCA_009758035.1_Adlay_draft_genome_1.0	Coix lacryma-jobi	Scaffold	Adlay_draft_genome_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/730/915/GCA_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta	Dioscorea cayenensis	Scaffold	TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/651/665/GCA_902651665.1_Tritex_Taestivum_CS	Triticum aestivum	Scaffold	Tritex_Taestivum_CS
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/651/645/GCA_902651645.1_Tritex_Tturgidum_zavitan	Triticum dicoccoides	Scaffold	Tritex_Tturgidum_zavitan
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/725/075/GCA_009725075.1_ASM972507v1	Coix aquatica	Chromosome	ASM972507v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/505/935/GCA_902505935.1_Tritex_Morex_Dovetail	Hordeum vulgare	Scaffold	Tritex_Morex_Dovetail
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/389/715/GCA_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p	Phoenix dactylifera	Chromosome	palm_55x_up_171113_PBpolish2nd_filt_p
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/445/465/GCA_009445465.1_ASM944546v1	Colocasia esculenta	Scaffold	ASM944546v1
Ananas comosus	Scaffold	CB5NEW	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/176/585/GCA_009176585.1_ASM917658v1	Zea mays	Chromosome	ASM917658v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/173/535/GCA_009173535.1_ASM917353v1	Saccharum hybrid cultivar	Scaffold	ASM917353v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/625/GCA_902500625.1_GPv1	Hordeum vulgare	Scaffold	GPv1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/665/GCA_008692665.1_ASM869266v1	Saccharum hybrid cultivar	Scaffold	ASM869266v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/905/GCA_008360905.1_ASM836090v1	Spirodela polyrhiza	Scaffold	ASM836090v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/326/285/GCA_008326285.1_Oryza_officinalis_v1.0	Oryza officinalis	Scaffold	Oryza_officinalis_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/124/465/GCA_008124465.1_ASM812446v1	Cocos nucifera	Chromosome	ASM812446v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/726/485/GCA_007726485.1_CERZOS_EC1.0	Eragrostis curvula	Chromosome	CERZOS_EC1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/821/505/GCA_007821505.1_K2_S20_K51.scafSeq	Phoenix dactylifera	Scaffold	K2_S20_K51.scafSeq
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/705/GCA_007115705.1_ASM711570v1	Dactylis glomerata	Scaffold	ASM711570v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/992/885/GCA_006992885.1_ASM699288v1	Oryza sativa	Scaffold	ASM699288v1
Ananas comosus	Scaffold	CB5	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/162/155/GCA_902162155.1_F153	Ananas comosus	Scaffold	F153
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/942/195/GCA_006942195.1_ASM694219v1	Oryza sativa	Scaffold	ASM694219v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/837/865/GCA_004837865.1_BananaB_V1	Musa balbisiana	Chromosome	BananaB_V1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/445/GCA_900231445.1_Svevo.v1	Triticum turgidum	Chromosome	Svevo.v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/482/405/GCA_901482405.1_Assembly_for_barley_cultivar_Morex_v1.0	Hordeum vulgare	Scaffold	Assembly for barley cultivar Morex v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/176/705/GCA_006176705.1_UPLB_dcnu_1.0	Cocos nucifera	Scaffold	UPLB_dcnu_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/286/985/GCA_005286985.1_Setaria_viridis_v2.0	Setaria viridis	Chromosome	Setaria_viridis_v2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/223/365/GCA_005223365.1_ASM522336v1	Oryza meyeriana	Scaffold	ASM522336v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/191/435/GCA_005191435.1_ASM519143v1	Raddia distichophylla	Scaffold	ASM519143v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/019/695/GCA_005019695.1_DCB_TZT_HYBRID.1.1	Trichopus zeylanicus	Scaffold	DCB_TZT_HYBRID.1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/365/GCA_001952365.2_ASM195236v2	Oryza sativa	Chromosome	ASM195236v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome	Oryza sativa	Chromosome	Tetep-1.0_genome
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.1_Tetep-1.0_genome	Oryza sativa	Chromosome	Tetep-1.0_genome
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/338/375/GCA_004338375.1_Vapla0.1.4	Vanilla planifolia	Scaffold	Vapla0.1.4
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/705/GCA_004295705.1_ASM429570v1	Oryza sativa	Chromosome	ASM429570v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0	Oryza sativa	Chromosome	JHU_CGRice_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/155/GCA_002162155.2_WEW_v2.0	Triticum dicoccoides	Chromosome	WEW_v2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/705/GCA_004135705.1_ASEM_AUS1_V1.0	Alloteropsis semialata	Chromosome	ASEM_AUS1_V1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/815/GCA_004114815.1_Hulless_Barley_ass.V2	Hordeum vulgare	Scaffold	Hulless_Barley_ass.V2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/735/GCA_000818735.3_Bedadeti_annotated	Ensete ventricosum	Scaffold	Bedadeti_annotated
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/464/855/GCA_900464855.1_ASM90046485v1	Musa schizocarpa	Scaffold	ASM90046485v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/492/545/GCA_900492545.1_Spirodela_polyrhiza_9509_v3	Spirodela polyrhiza	Scaffold	Spirodela polyrhiza 9509 v3
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/411/305/GCA_900411305.1_CH_Campala_Lr22a_Pseudomolecule_v5	Triticum aestivum	Chromosome	CH Campala Lr22a Pseudomolecule v5
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/365/GCA_000331365.3_Ensete_JungleSeeds_v3.0	Ensete ventricosum	Scaffold	Ensete_JungleSeeds_v3.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/235/945/GCA_900235945.1_Canthatch-W	Triticum aestivum	Scaffold	Canthatch-W
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/235/935/GCA_900235935.1_Canthatch-K	Triticum aestivum	Scaffold	Canthatch-K
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1	Oryza sativa	Chromosome	ASM386521v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/235/GCA_003865235.1_ASM386523v1	Oryza sativa	Chromosome	ASM386523v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/335/GCA_003709335.1_Zm-DK105-REFERENCE-TUM-1.0	Zea mays	Chromosome	Zm-DK105-REFERENCE-TUM-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/525/GCA_003704525.1_Zm-PE0075-REFERENCE-TUM-1.0	Zea mays	Chromosome	Zm-PE0075-REFERENCE-TUM-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/395/GCA_003046395.2_Pm_0390_v2	Panicum miliaceum	Chromosome	Pm_0390_v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/365/GCA_001623365.2_MH63RS2	Oryza sativa	Chromosome	MH63RS2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/345/GCA_001623345.2_ZS97RS2	Oryza sativa	Chromosome	ZS97RS2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/295/GCA_003604295.1_ASM360429v1	Cocos nucifera	Scaffold	ASM360429v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/955/GCA_003544955.1_Sspon.HiC_chr_asm	Saccharum spontaneum	Chromosome	Sspon.HiC_chr_asm
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/055/GCA_900536055.1_Sp9509v3	Spirodela polyrhiza	Scaffold	Sp9509v3
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/482/435/GCA_003482435.1_Corteva_Sorghum_ONT_TX430_1.0	Sorghum bicolor	Scaffold	Corteva_Sorghum_ONT_TX430_1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/519/105/GCA_900519105.1_iwgsc_refseqv1.0	Triticum aestivum	Chromosome	iwgsc_refseqv1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/855/GCA_003369855.1_ASM336985v1	Eleusine indica	Scaffold	ASM336985v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/445/GCA_002895445.2_ASM289544v2	Panicum miliaceum	Chromosome	ASM289544v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/491/605/GCA_900491605.1_Calamus_simplicifolius	Calamus simplicifolius	Scaffold	Calamus_simplicifolius
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/005/GCA_900465005.1_MTP	Saccharum hybrid cultivar	Scaffold	MTP
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/185/045/GCA_003185045.1_Zm-Mo17-REFERENCE-CAU-1.0	Zea mays	Chromosome	Zm-Mo17-REFERENCE-CAU-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/575/GCA_900323575.1_Tdic7B_chr	Triticum dicoccoides	Scaffold	Tdic7B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/605/GCA_900323605.1_Tdic7A_chr	Triticum dicoccoides	Scaffold	Tdic7A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/655/GCA_900323655.1_Tdic6B_chr	Triticum dicoccoides	Scaffold	Tdic6B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/645/GCA_900323645.1_Tdic6A_chr	Triticum dicoccoides	Scaffold	Tdic6A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/665/GCA_900323665.1_Tdic5B_chr	Triticum dicoccoides	Scaffold	Tdic5B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/565/GCA_900323565.1_Tdic5A_chr	Triticum dicoccoides	Scaffold	Tdic5A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/625/GCA_900323625.1_Tdic4B_chr	Triticum dicoccoides	Scaffold	Tdic4B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/675/GCA_900323675.1_Tdic4A_chr	Triticum dicoccoides	Scaffold	Tdic4A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/695/GCA_900323695.1_Tdic3B_chr	Triticum dicoccoides	Scaffold	Tdic3B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/595/GCA_900323595.1_Tdic3A_chr	Triticum dicoccoides	Scaffold	Tdic3A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/615/GCA_900323615.1_Tdic2B_chr	Triticum dicoccoides	Scaffold	Tdic2B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/685/GCA_900323685.1_Tdic1B_chr	Triticum dicoccoides	Scaffold	Tdic1B_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/585/GCA_900323585.1_Tdic2A_chr	Triticum dicoccoides	Scaffold	Tdic2A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/635/GCA_900323635.1_Tdic1A_chr	Triticum dicoccoides	Scaffold	Tdic1A_chr
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/735/GCA_900067735.1_IWGSC_CSS	Triticum aestivum	Scaffold	IWGSC_CSS
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/241/085/GCA_900241085.1_wheat_TGACv2	Triticum aestivum	Scaffold	wheat TGACv2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/235/GCA_900236235.1_cs42_chr3DL	Triticum aestivum	Scaffold	cs42_chr3DL
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/945/GCA_900230945.1_oilsands_bin_158	Zea mays	Scaffold	oilsands_bin_158
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/915/GCA_900230915.1_oilsands_bin_157	Zea mays	Scaffold	oilsands_bin_157
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/935/GCA_900230935.1_oilsands_bin_154	Zea mays	Scaffold	oilsands_bin_154
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/925/GCA_900230925.1_oilsands_bin_153	Zea mays	Scaffold	oilsands_bin_153
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/905/GCA_900230905.1_oilsands_bin_151	Zea mays	Scaffold	oilsands_bin_151
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/865/GCA_900230865.1_oilsands_bin_150	Zea mays	Scaffold	oilsands_bin_150
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/855/GCA_900230855.1_oilsands_bin_144	Zea mays	Scaffold	oilsands_bin_144
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/845/GCA_900230845.1_oilsands_bin_137	Zea mays	Scaffold	oilsands_bin_137
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/805/GCA_900230805.1_oilsands_bin_136	Zea mays	Scaffold	oilsands_bin_136
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/815/GCA_900230815.1_oilsands_bin_133	Zea mays	Scaffold	oilsands_bin_133
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/825/GCA_900230825.1_oilsands_bin_122	Zea mays	Scaffold	oilsands_bin_122
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/785/GCA_900230785.1_oilsands_bin_099	Zea mays	Scaffold	oilsands_bin_099
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/795/GCA_900230795.1_oilsands_bin_096	Zea mays	Scaffold	oilsands_bin_096
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/835/GCA_900230835.1_oilsands_bin_091	Zea mays	Scaffold	oilsands_bin_091
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/775/GCA_900230775.1_oilsands_bin_086	Zea mays	Scaffold	oilsands_bin_086
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/765/GCA_900230765.1_oilsands_bin_084	Zea mays	Scaffold	oilsands_bin_084
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/735/GCA_900230735.1_oilsands_bin_083	Zea mays	Scaffold	oilsands_bin_083
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/755/GCA_900230755.1_oilsands_bin_079	Zea mays	Scaffold	oilsands_bin_079
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/745/GCA_900230745.1_oilsands_bin_075	Zea mays	Scaffold	oilsands_bin_075
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/725/GCA_900230725.1_oilsands_bin_073	Zea mays	Scaffold	oilsands_bin_073
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/715/GCA_900230715.1_oilsands_bin_072	Zea mays	Scaffold	oilsands_bin_072
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/705/GCA_900230705.1_oilsands_bin_059	Zea mays	Scaffold	oilsands_bin_059
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/695/GCA_900230695.1_oilsands_bin_058	Zea mays	Scaffold	oilsands_bin_058
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/225/GCA_003013225.1_ASM301322v1	Phalaenopsis aphrodite	Scaffold	ASM301322v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/085/GCA_002211085.2_PHallii_v3.1	Panicum hallii	Chromosome	PHallii_v3.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/215/GCA_003073215.1_Tu2.0	Triticum urartu	Chromosome	Tu2.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/061/485/GCA_003061485.1_PhalliiHAL_v2.1	Panicum hallii	Chromosome	PhalliiHAL_v2.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/395/GCA_003046395.1_Pm_0390_v1	Panicum miliaceum	Chromosome	Pm_0390_v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/905/GCA_002993905.1_Msac_v3	Miscanthus sacchariflorus	Chromosome	Msac_v3
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/155/GCA_003020155.1_B88v1	Oryza barthii	Scaffold	B88v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/355/GCA_003016355.1_Bruz	Urochloa ruziziensis	Scaffold	Bruz
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/070/015/GCA_900070015.1_Hordeum_bulbosum_assembly1	Hordeum bulbosum	Scaffold	Hordeum_bulbosum_assembly1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/999/095/GCA_002999095.1_7DS_MTP_mate-pair_complete	Triticum aestivum	Scaffold	7DS_MTP_mate-pair_complete
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/915/GCA_002966915.1_ASM296691v1	Gastrodia elata	Scaffold	ASM296691v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/505/GCA_000005505.4_Brachypodium_distachyon_v3.0	Brachypodium distachyon	Chromosome	Brachypodium_distachyon_v3.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/926/235/GCA_002926235.1_TB65v1	Oryza barthii	Scaffold	TB65v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/926/215/GCA_002926215.1_LB120v1	Oryza barthii	Scaffold	LB120v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/265/GCA_002786265.1_ASM278626v1	Apostasia shenzhenica	Scaffold	ASM278626v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/904/275/GCA_002904275.2_ASM290427v2	Dioscorea alata	Scaffold	ASM290427v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/900/805/GCA_002900805.1_ASM290080v1	Hordeum vulgare	Scaffold	ASM290080v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/835/GCA_002174835.2_ASM217483v2	Cenchrus americanus	Chromosome	ASM217483v2
Brachypodium distachyon	Chromosome	Brachypodium_distachyon_v3.0	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/445/GCA_002895445.1_ASM289544v1	Panicum miliaceum	Scaffold	ASM289544v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/645/GCA_002892645.1_ASM289264v1	Dactylis glomerata	Scaffold	ASM289264v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/985/GCA_001605985.2_ASM160598v2	Dendrobium catenatum	Scaffold	ASM160598v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/682/915/GCA_002682915.2_Zm_CML247_REFERENCE_PANZEA.1.2	Zea mays	Chromosome	Zm_CML247_REFERENCE_PANZEA.1.2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/505/GCA_002813505.1_ASM281350v1	Zea mays	Scaffold	ASM281350v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/485/GCA_002813485.1_ASM281348v1	Zea mays	Scaffold	ASM281348v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/405/GCA_900205405.1_ASM90020540v1	Echinochloa crus-galli	Scaffold	ASM90020540v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/335/GCA_000347335.2_ASM34733v2	Aegilops tauschii	Chromosome	ASM34733v2
Zea mays	Chromosome	Zm_CML247_REFERENCE_PANZEA.1.1	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/575/655/GCA_002575655.1_Aet_v4.0	Aegilops tauschii	Chromosome	Aet v4.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/015/GCA_002240015.2_TDr96_F1_Pseudo_Chromosome_v1.0	Dioscorea cayenensis	Chromosome	TDr96_F1_Pseudo_Chromosome_v1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/675/GCA_900184675.1_WEW_v1	Triticum dicoccoides	Chromosome	WEW v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/665/GCA_002260665.1_TDr97_00917_Female_DDN	Dioscorea cayenensis	Scaffold	TDr97_00917_Female_DDN
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/645/GCA_002260645.1_TDr97_00777_Male_DDN	Dioscorea cayenensis	Scaffold	TDr97_00777_Male_DDN
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/605/GCA_002260605.1_TDr96x99_v1.0.fasta	Dioscorea cayenensis	Scaffold	TDr96x99_v1.0.fasta
Dioscorea cayenensis	Scaffold	TDr96_F1_Pseudo_Chromosome_v1.0	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/485/GCA_002237485.1_Zm-PH207-REFERENCE_NS-UIUC_UMN-1.1	Zea mays	Chromosome	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/085/GCA_002211085.1_P_hallii_NCBIv2	Panicum hallii	Chromosome	P_hallii_NCBIv2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/455/GCA_002180455.1_ASM218045v1	Eleusine coracana	Scaffold	ASM218045v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/075/435/GCA_900075435.2_barley_BACs_2	Hordeum vulgare	Scaffold	barley BACs 2
Hordeum vulgare	Scaffold	1	
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/835/GCA_002174835.1_ASM217483v1	Cenchrus americanus	Chromosome	ASM217483v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/155/GCA_002162155.1_WEWSeq_v.1.0	Triticum dicoccoides	Chromosome	WEWSeq v.1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/495/GCA_002158495.1_ASM215849v1	Triticum aestivum	Scaffold	ASM215849v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/415/GCA_002151415.1_R498.Genome.version1	Oryza sativa	Chromosome	R498.Genome.version1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/435/GCA_002105435.1_ASM210543v1	Aegilops tauschii	Chromosome	ASM210543v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/195/GCA_000003195.3_Sorghum_bicolor_NCBIv3	Sorghum bicolor	Chromosome	Sorghum_bicolor_NCBIv3
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/205/GCA_002079205.1_ASM207920v1	Phalaenopsis hybrid cultivar	Scaffold	ASM207920v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/135/GCA_002076135.1_ASM207613v1	Xerophyta viscosa	Scaffold	ASM207613v1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/000/045/GCA_900000045.1_Synthetic_W7984_assembly	Triticum aestivum	Scaffold	Synthetic W7984 assembly
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/002/345/GCA_900002345.1_BW457_CLC_assembly	Hordeum vulgare	Scaffold	BW457_CLC_assembly
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/665/GCA_900079665.1_Rye_Lo7_WGS_contigs	Secale cereale	Scaffold	Rye_Lo7_WGS_contigs
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/002/355/GCA_900002355.1_Rye_Select_Lo7_assembly	Secale cereale	Scaffold	Rye_Select_Lo7_assembly
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/235/GCA_001984235.2_Zm-EP1-REFERENCE-TUM-1.0	Zea mays	Chromosome	Zm-EP1-REFERENCE-TUM-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/705/GCA_001990705.1_Zm-F7-REFERENCE-TUM-1.0	Zea mays	Chromosome	Zm-F7-REFERENCE-TUM-1.0
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/005/GCA_000005005.6_B73_RefGen_v4	Zea mays	Chromosome	B73 RefGen_v4
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/535/GCA_000710535.2_ASM71053v2	Oryza sativa	Chromosome	ASM71053v2
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/876/935/GCA_001876935.1_Aspof.V1	Asparagus officinalis	Chromosome	Aspof.V1
Zea mays	Scaffold	Zm-EP1-REFERENCE-TUM-1.0	
